6|4|East Maple Street|A line of storefronts stretches along this street. Years ago they may have sold ladies' hats, hardware, or any number of mundane objects, but recently they've mostly turned over to alchemical supplies, crystals, enchanted amulets, and other magical accessories. Ads for discounted accessories can be found everywhere.
7|4|East Maple Street|A line of storefronts stretches along this street. Years ago they may have sold ladies' hats, hardware, or any number of mundane objects, but recently they've mostly turned over to alchemical supplies, crystals, enchanted amulets, and other magical accessories. A few groups of young women weave in and out of the shops, giggling conspiratorially among themselves over their latest purchases.
-7|14|West Birch & Red Alley|The intersection of Birch Street and a street the locals call 'Red Alley'. Off to the east you see nice, though modest, houses. To the south is Red Alley, a narrow path between buildings where they keep the dumpsters. Who knows what might be lurking there?
-7|13|Red Alley|The smell of old, hot garbage permeates the air in Red Alley. Some of these dumpsters haven't been emptied in a while - apparently someone is behind on their payments to the garbage trolls. The grease smell of fried food mingles nauseatingly with the garbage odor. You must be behind that new fast food place, Lord of the Fries.
-7|12|Red Alley|The smell of old, hot garbage permeates the air in Red Alley. Some of these dumpsters haven't been emptied in a while - apparently someone is behind on their payments to the garbage trolls. 
-7|11|Red Alley|The smell of old, hot garbage in the air is fading. 
-7|10|Red Alley|The smell of old, hot garbage permeates the air in Red Alley. Some of these dumpsters haven't been emptied in a while - apparently someone is behind on their payments to the garbage trolls.
-7|9|West Mulberry & Red Alley|The intersection of Mulberry Street and a street the locals call 'Red Alley'
-7|8|Red Alley|The smell of old, hot garbage permeates the air in Red Alley. Some of these dumpsters haven't been emptied in a while - apparently someone is behind on their payments to the garbage trolls.
-7|7|Red Alley|The smell of old, hot garbage permeates the air in Red Alley. Some of these dumpsters haven't been emptied in a while - apparently someone is behind on their payments to the garbage trolls.
-7|6|Red Alley|The smell of old, hot garbage permeates the air in Red Alley. Some of these dumpsters haven't been emptied in a while - apparently someone is behind on their payments to the garbage trolls.
-7|5|Red Alley|The smell of old, hot garbage permeates the air in Red Alley. Some of these dumpsters haven't been emptied in a while - apparently someone is behind on their payments to the garbage trolls.
-6|9|West Mulberry Street|As you wander this street of once-stately apartment homes, you're assaulted by the sour odor of crushed mulberries underfoot.  The cement squares of the sidewalk bend and buckle as roots of gnarled old trees shatter their way through to the sunlight. Aside from the belligerent  squawking of birds overhead, it's eerily quiet.
-5|9|West Mulberry Street|As you wander this street of once-stately apartment homes, you're assaulted by the sour odor of crushed mulberries underfoot.  The cement squares of the sidewalk bend and buckle as roots of gnarled old trees shatter their way through to the sunlight. Aside from the belligerent  squawking of birds overhead, it's eerily quiet, giving it a bad vibe.
-4|9|West Mulberry Street|As you wander this street of once-stately apartment homes, you're assaulted by the sour odor of crushed mulberries underfoot.  The cement squares of the sidewalk bend and buckle as roots of gnarled old trees shatter their way through to the sunlight. Aside from the belligerent  squawking of birds overhead, it's eerily quiet.
-3|9|West Mulberry Street|As you wander this street of once-stately apartment homes, you're assaulted by the sour odor of crushed mulberries underfoot.  The cement squares of the sidewalk bend and buckle as roots of gnarled old trees shatter their way through to the sunlight. Aside from the belligerent  squawking of birds overhead, it's eerily quiet. Not a soul in sight
-2|9|Mulberry & Main|
-1|9|East Mulberry Street|As you wander this street of once-stately apartment homes, you're assaulted by the sour odor of crushed mulberries underfoot.  The cement squares of the sidewalk bend and buckle as roots of gnarled old trees shatter their way through to the sunlight. Aside from the belligerent  squawking of birds overhead, it's eerily quiet.
0|9|East Mulberry Street|As you wander this street of once-stately apartment homes, you're assaulted by the sour odor of crushed mulberries underfoot.  The cement squares of the sidewalk bend and buckle as roots of gnarled old trees shatter their way through to the sunlight. Aside from the belligerent  squawking of birds overhead, it's eerily quiet. You can hear the sound of your footsteps
1|9|East Mulberry Street|As you wander this street of once-stately apartment homes, you're assaulted by the sour odor of crushed mulberries underfoot.  The cement squares of the sidewalk bend and buckle as roots of gnarled old trees shatter their way through to the sunlight. Aside from the belligerent  squawking of birds overhead, it's eerily quiet.
2|9|East Mulberry Street|As you wander this street of once-stately apartment homes, you're assaulted by the sour odor of crushed mulberries underfoot.  The cement squares of the sidewalk bend and buckle as roots of gnarled old trees shatter their way through to the sunlight. Aside from the belligerent  squawking of birds overhead, it's eerily quiet. You can hear the sound of crushed mulberries as you step
3|9|East Mulberry Street|As you wander this street of once-stately apartment homes, you're assaulted by the sour odor of crushed mulberries underfoot.  The cement squares of the sidewalk bend and buckle as roots of gnarled old trees shatter their way through to the sunlight. Aside from the belligerent  squawking of birds overhead, it's eerily quiet.
4|9|East Mulberry Street|As you wander this street of once-stately apartment homes, you're assaulted by the sour odor of crushed mulberries underfoot.  The cement squares of the sidewalk bend and buckle as roots of gnarled old trees shatter their way through to the sunlight. Aside from the belligerent  squawking of birds overhead, it's eerily quiet. You wonder why is it so quiet.
5|9|East Mulberry Street|As you wander this street of once-stately apartment homes, you're assaulted by the sour odor of crushed mulberries underfoot.  The cement squares of the sidewalk bend and buckle as roots of gnarled old trees shatter their way through to the sunlight. Aside from the belligerent  squawking of birds overhead, it's eerily quiet.
6|9|East Mulberry Street|As you wander this street of once-stately apartment homes, you're assaulted by the sour odor of crushed mulberries underfoot.  The cement squares of the sidewalk bend and buckle as roots of gnarled old trees shatter their way through to the sunlight. Aside from the belligerent  squawking of birds overhead, it's eerily quiet. You quicken your pace.
7|9|East Mulberry Street|As you wander this street of once-stately apartment homes, you're assaulted by the sour odor of crushed mulberries underfoot.  The cement squares of the sidewalk bend and buckle as roots of gnarled old trees shatter their way through to the sunlight. Aside from the belligerent  squawking of birds overhead, it's eerily quiet.
-6|14|West Birch Street|Sandwiched between blocks of neglect, Birch St. stands proudly out of place. Its modest family homes and townhouses project an  order and cleanliness that is practically suburban, from its stately shade trees to the odd ceramic lawn ornament. You find the sidewalk clean and even, only having to dodge the odd lawn sprinkler.  A small wind blows from the east.
-5|14|West Birch Street|Sandwiched between blocks of neglect, Birch St. stands proudly out of place. Its modest family homes and townhouses project an  order and cleanliness that is practically suburban, from its stately shade trees to the odd ceramic lawn ornament. You find the sidewalk clean and even, only having to dodge the odd lawn sprinkler.  The wind dies down, and it is peaceful and quiet.
-4|14|West Birch Street|Sandwiched between blocks of neglect, Birch St. stands proudly out of place. Its modest family homes and townhouses project an  order and cleanliness that is practically suburban, from its stately shade trees to the odd ceramic lawn ornament. You find the sidewalk clean and even, only having to dodge the odd lawn sprinkler.  The green lawns here are amazing.
-3|14|West Birch Street|Sandwiched between blocks of neglect, Birch St. stands proudly out of place. Its modest family homes and townhouses project an  order and cleanliness that is practically suburban, from its stately shade trees to the odd ceramic lawn ornament. You find the sidewalk clean and even, only having to dodge the odd lawn sprinkler.  There are no people in sight.
-2|14|Birch & Main|To the east and west you see the trim houses and clean sidewalks of Birch Street. Running south is Main Street, with its crowds of people, narrow walkways, and many street vendors hawking their wares.
-1|14|East Birch Street|Sandwiched between blocks of neglect, Birch St. stands proudly out of place. Its modest family homes and townhouses project an  order and cleanliness that is practically suburban, from its stately shade trees to the odd ceramic lawn ornament. You find the sidewalk clean and even, only having to dodge the odd lawn sprinkler.  A cute toddler plays outside with her mom.
0|14|East Birch Street|Sandwiched between blocks of neglect, Birch St. stands proudly out of place. Its modest family homes and townhouses project an  order and cleanliness that is practically suburban, from its stately shade trees to the odd ceramic lawn ornament. You find the sidewalk clean and even, only having to dodge the odd lawn sprinkler.  A giant oak tree drops an acorn at your feet. 
1|14|East Birch Street|Sandwiched between blocks of neglect, Birch St. stands proudly out of place. Its modest family homes and townhouses project an  order and cleanliness that is practically suburban, from its stately shade trees to the odd ceramic lawn ornament. You find the sidewalk clean and even, only having to dodge the odd lawn sprinkler.  The lawn sprinkler here looks brand new.
2|14|East Birch Street|Sandwiched between blocks of neglect, Birch St. stands proudly out of place. Its modest family homes and townhouses project an  order and cleanliness that is practically suburban, from its stately shade trees to the odd ceramic lawn ornament. You find the sidewalk clean and even, only having to dodge the odd lawn sprinkler.  A squirrel runs past you.
3|14|East Birch Street|Sandwiched between blocks of neglect, Birch St. stands proudly out of place. Its modest family homes and townhouses project an  order and cleanliness that is practically suburban, from its stately shade trees to the odd ceramic lawn ornament. You find the sidewalk clean and even, only having to dodge the odd lawn sprinkler.  A bluejay sings nearby.
4|14|East Birch Street|Sandwiched between blocks of neglect, Birch St. stands proudly out of place. Its modest family homes and townhouses project an  order and cleanliness that is practically suburban, from its stately shade trees to the odd ceramic lawn ornament. You find the sidewalk clean and even, only having to dodge the odd lawn sprinkler.  The grass here smells freshly cut.
5|14|East Birch Street|Sandwiched between blocks of neglect, Birch St. stands proudly out of place. Its modest family homes and townhouses project an  order and cleanliness that is practically suburban, from its stately shade trees to the odd ceramic lawn ornament. You find the sidewalk clean and even, only having to dodge the odd lawn sprinkler.  Mismatched curtains adorn the house you walk past.
6|14|East Birch Street|Sandwiched between blocks of neglect, Birch St. stands proudly out of place. Its modest family homes and townhouses project an  order and cleanliness that is practically suburban, from its stately shade trees to the odd ceramic lawn ornament. You find the sidewalk clean and even, only having to dodge the odd lawn sprinkler.  A white picket fence highlights the yard.
7|14|East Birch Street|Sandwiched between blocks of neglect, Birch St. stands proudly out of place. Its modest family homes and townhouses project an  order and cleanliness that is practically suburban, from its stately shade trees to the odd ceramic lawn ornament. You find the sidewalk clean and even, only having to dodge the odd lawn sprinkler.  A leaf crosses your path as it blows down the street.
-2|5|Main Street|Throngs of people moving in every direction choke the narrow walkway down Main St. Street vendors, their stands taking up even more precious space, hawk everything from knockoff designer bags to love potions. A faint smell of smoke in the air signals a kebab stand in the vicinity. You remind your growling stomach that you have more pressing matters at hand.
-2|6|Main Street|Throngs of people moving in every direction choke the narrow walkway down Main St. Street vendors, their stands taking up even more precious space, hawk everything from knockoff designer bags to love potions. A faint smell of smoke in the air signals a kebab stand in the vicinity. The smell is really enticing.
-2|7|Main Street|Throngs of people moving in every direction choke the narrow walkway down Main St. Street vendors, their stands taking up even more precious space, hawk everything from knockoff designer bags to love potions. A faint smell of smoke in the air signals a kebab stand in the vicinity. You feel your stomach growls louder.
-2|8|Main Street|Throngs of people moving in every direction choke the narrow walkway down Main St. Street vendors, their stands taking up even more precious space, hawk everything from knockoff designer bags to love potions. A faint smell of smoke in the air signals a kebab stand in the vicinity. It reminds you that you forgot to have breakfast today.
-2|10|Main Street|Throngs of people moving in every direction choke the narrow walkway down Main St. Street vendors, their stands taking up even more precious space, hawk everything from knockoff designer bags to love potions. A faint smell of smoke in the air signals a kebab stand in the vicinity. You wish you had time for a quick bite but you must complete your assignment.
-2|11|Main Street|Throngs of people moving in every direction choke the narrow walkway down Main St. Street vendors, their stands taking up even more precious space, hawk everything from knockoff designer bags to love potions. A faint smell of smoke in the air signals a kebab stand in the vicinity. You make a mental note to eat as soon as possible.
-2|12|Main Street|Throngs of people moving in every direction choke the narrow walkway down Main St. Street vendors, their stands taking up even more precious space, hawk everything from knockoff designer bags to love potions. A faint smell of smoke in the air signals a kebab stand in the vicinity. You wonder if you have time for a quick stop.
-2|13|Main Street|Throngs of people moving in every direction choke the narrow walkway down Main St. Street vendors, their stands taking up even more precious space, hawk everything from knockoff designer bags to love potions. A faint smell of smoke in the air signals a kebab stand in the vicinity. You remind your growling stomach that you have more pressing matters at hand.
7|5|Elm Street|Large old homes dominate this stretch. Most were sold far below market price in the panic felt by the city's elites after the emergence of magic. It's clear that students from the nearby university have taken over the vacated neighborhood, at least if the couches on the porches and vague aroma of marijuana and incense are any indication. Crushed beer cans, textbooks, and the odd spell tome complete the picture.  The pages of a discarded Harry Potter book flap in the breeze.
7|6|Elm Street|Large old homes dominate this stretch. Most were sold far below market price in the panic felt by the city's elites after the emergence of magic. It's clear that students from the nearby university have taken over the vacated neighborhood, at least if the couches on the porches and vague aroma of marijuana and incense are any indication. Crushed beer cans, textbooks, and the odd spell tome complete the picture.  A pentagram is outlined on the sidewalk here.
7|7|Elm Street|Large old homes dominate this stretch. Most were sold far below market price in the panic felt by the city's elites after the emergence of magic. It's clear that students from the nearby university have taken over the vacated neighborhood, at least if the couches on the porches and vague aroma of marijuana and incense are any indication. Crushed beer cans, textbooks, and the odd spell tome complete the picture.  Odd Grafitti decorates this abandoned house.
7|8|Elm Street|Large old homes dominate this stretch. Most were sold far below market price in the panic felt by the city's elites after the emergence of magic. It's clear that students from the nearby university have taken over the vacated neighborhood, at least if the couches on the porches and vague aroma of marijuana and incense are any indication. Crushed beer cans, textbooks, and the odd spell tome complete the picture.  You glimpse movement in the shadows from beyond the door of the house.
7|10|Elm Street|Large old homes dominate this stretch. Most were sold far below market price in the panic felt by the city's elites after the emergence of magic. It's clear that students from the nearby university have taken over the vacated neighborhood, at least if the couches on the porches and vague aroma of marijuana and incense are any indication. Crushed beer cans, textbooks, and the odd spell tome complete the picture.  A swing on a front porch creeks in the wind.
7|11|Elm Street|Large old homes dominate this stretch. Most were sold far below market price in the panic felt by the city's elites after the emergence of magic. It's clear that students from the nearby university have taken over the vacated neighborhood, at least if the couches on the porches and vague aroma of marijuana and incense are any indication. Crushed beer cans, textbooks, and the odd spell tome complete the picture.  A dog howls in the distance.
7|12|Elm Street|Large old homes dominate this stretch. Most were sold far below market price in the panic felt by the city's elites after the emergence of magic. It's clear that students from the nearby university have taken over the vacated neighborhood, at least if the couches on the porches and vague aroma of marijuana and incense are any indication. Crushed beer cans, textbooks, and the odd spell tome complete the picture.  A black cat looks at you with suspicion as you walk by.
7|13|Elm Street|Large old homes dominate this stretch. Most were sold far below market price in the panic felt by the city's elites after the emergence of magic. It's clear that students from the nearby university have taken over the vacated neighborhood, at least if the couches on the porches and vague aroma of marijuana and incense are any indication. Crushed beer cans, textbooks, and the odd spell tome complete the picture.  A group of kids ignore you, as they talk amongst themselves at the doorway of the house.
-5|5|Bookstore|Bookstore
-3|12|Grocery|Grocery
1|10|Bar|Bar
6|15|Apartment|Apartment
99|99|Afterlife|You find yourself drifting through a cavernous room filled with mist. What happened? Where are you? Wasn't there something important you needed to do? As you drift around the room your cares fall away and you feel... at peace. Death isn't so bad after all.
